Symbol	hgnc_id
DMTase	HGNC:6917
NY-CO-41	HGNC:6917
CXX1	HGNC:2569
FAM127A	HGNC:2569
MAR8C	HGNC:2569
MART8C	HGNC:2569
Mar8	HGNC:2569
Mart8	HGNC:2569
SIRH5	HGNC:2569
RAB7L	HGNC:9789
RAB7L1	HGNC:9789
PRAP	HGNC:15687
RA70	HGNC:15687
SAPS	HGNC:15687
SCAP2	HGNC:15687
SKAP-HOM	HGNC:15687
SKAP55R	HGNC:15687
NEDALVS	HGNC:12732
SCAR1	HGNC:12732
WAVE	HGNC:12732
WAVE1	HGNC:12732
BAP3	HGNC:948
FBP3	HGNC:4005
TOP3B1	HGNC:11993
NCK5AI	HGNC:1776
P39	HGNC:1776
p39nck5ai	HGNC:1776
KYNUU	HGNC:6469
VCRL2	HGNC:6469
ADTD	HGNC:568
HPS10	HGNC:568
hBLVR	HGNC:568
RNU73	HGNC:10235
RNU73A	HGNC:10235
U73	HGNC:10235
U73a	HGNC:10235
BETA-TRCP	HGNC:1144
FBW1A	HGNC:1144
FBXW1	HGNC:1144
FBXW1A	HGNC:1144
FWD1	HGNC:1144
bTrCP	HGNC:1144
bTrCP1	HGNC:1144
betaTrCP	HGNC:1144
H3/i	HGNC:4773
H3C1	HGNC:4773
H3C10	HGNC:4773
H3C11	HGNC:4773
H3C12	HGNC:4773
H3C2	HGNC:4773
H3C3	HGNC:4773
H3C4	HGNC:4773
H3C6	HGNC:4773
H3C8	HGNC:4773
H3FI	HGNC:4773
HIST1H3F	HGNC:4773
H2A.1b	HGNC:4737
H2A/p	HGNC:4737
H2AC13	HGNC:4737
H2AC15	HGNC:4737
H2AC16	HGNC:4737
H2AC17	HGNC:4737
H2AFP	HGNC:4737
H2AG	HGNC:4737
HIST1H2AG	HGNC:4737
pH2A/f	HGNC:4737
H2B/r	HGNC:4761
H2BFR	HGNC:4761
H2BJ	HGNC:4761
HIST1H2BJ	HGNC:4761
H1.10	HGNC:4722
H1FX	HGNC:4722
H1X	HGNC:4722
MG	HGNC:7043
MGA	HGNC:7043
CHNRA6	HGNC:15963
MYP25	HGNC:8547
lncRNA-PE	HGNC:8547
ISOT3	HGNC:12611
IsoT-3	HGNC:12611
N-WASP	HGNC:12735
NWASP	HGNC:12735
WASPB	HGNC:12735
LH3	HGNC:9083
MSK2	HGNC:10433
RSK-B	HGNC:10433
S6K-alpha-4	HGNC:10433
GENEX3414	HGNC:24854
GENX-3414	HGNC:24854
DHMN2C	HGNC:5248
HMN2C	HGNC:5248
HSPL27	HGNC:5248
ANKTM1	HGNC:497
FEPS	HGNC:497
FEPS1	HGNC:497
EHMTO	HGNC:10719
HEL-S-134P	HGNC:10719
LPSB	HGNC:10719
MTO	HGNC:10719
SBP56	HGNC:10719
SP56	HGNC:10719
hSBP	HGNC:10719
ATP6H	HGNC:863
ATP6V0E	HGNC:863
M9.2	HGNC:863
Vma21	HGNC:863
Vma21p	HGNC:863
PGLYRP	HGNC:8904
PGRP	HGNC:8904
PGRP-S	HGNC:8904
PGRPS	HGNC:8904
TAG7	HGNC:8904
TNFSF3L	HGNC:8904
AITRL	HGNC:11932
GITRL	HGNC:11932
TL6	HGNC:11932
TNLG2A	HGNC:11932
hGITRL	HGNC:11932
ARC	HGNC:7869
FCM	HGNC:7869
MYOCL1	HGNC:7869
MYP	HGNC:7869
NOP	HGNC:7869
NOP30	HGNC:7869
ARHGEF24	HGNC:4814
CHD5	HGNC:4814
CHDS5	HGNC:4814
DUET	HGNC:4814
DUO	HGNC:4814
HAPIP	HGNC:4814
TRAD	HGNC:4814
KKIAMRE	HGNC:1782
P56	HGNC:1782
HAP2	HGNC:4812
HIP5	HGNC:4812
HLP	HGNC:4812
hHLP1	HGNC:4812
PAR4	HGNC:3540
MGC:39976	HGNC:11534
SL1	HGNC:11534
TAFI110	HGNC:11534
TAFI95	HGNC:11534
MGC:9349	HGNC:11533
RAF1B	HGNC:11533
RAFI63	HGNC:11533
SL1	HGNC:11533
TAFI63	HGNC:11533
MGC:17061	HGNC:11532
RAFI48	HGNC:11532
SL1	HGNC:11532
TAFI48	HGNC:11532
BMCP1	HGNC:10984
UCP5	HGNC:10984
MPZL1b	HGNC:7226
PZR	HGNC:7226
PZR1b	HGNC:7226
PZRa	HGNC:7226
PZRb	HGNC:7226
FTDCR1B	HGNC:6853
HS	HGNC:6853
HSNIK	HGNC:6853
NIK	HGNC:6853
ATOD4	HGNC:19391
CIS3	HGNC:19391
Cish3	HGNC:19391
SOCS-3	HGNC:19391
SSI-3	HGNC:19391
SSI3	HGNC:19391
C25H	HGNC:1907
C11orf7	HGNC:11405
PEN11B	HGNC:11405
SAD1	HGNC:11405
SADA	HGNC:11405
STK29	HGNC:11405
hRNF8	HGNC:10071
HIP12	HGNC:18415
HIP3	HGNC:18415
ILWEQ	HGNC:18415
ATase2	HGNC:18069
CCNAT	HGNC:18069
CML1	HGNC:18069
GLA	HGNC:18069
Hcml1	HGNC:18069
TSC501	HGNC:18069
TSC510	HGNC:18069
RHBDL	HGNC:10007
RRP	HGNC:10007
WBSCR10	HGNC:961
WBSCR9	HGNC:961
WSTF	HGNC:961
PCL	HGNC:9011
PKD2L	HGNC:9011
PKDL	HGNC:9011
TRPP3	HGNC:9011
ACKR5	HGNC:1612
CKRX	HGNC:1612
CRAM	HGNC:1612
CRAM-A	HGNC:1612
CRAM-B	HGNC:1612
HCR	HGNC:1612
SEMAF	HGNC:10736
semF	HGNC:10736
PNR	HGNC:30236
taR-5	HGNC:30236
NAE2	HGNC:12470
UBE1C	HGNC:12470
hUBA3	HGNC:12470
UBC-RS2	HGNC:12491
UBC12	HGNC:12491
hUbc12	HGNC:12491
CT89	HGNC:14524
HLC-6	HGNC:14524
HLC4	HGNC:14524
HLC6	HGNC:14524
JIP-4	HGNC:14524
JIP4	HGNC:14524
JLP	HGNC:14524
PHET	HGNC:14524
PIG6	HGNC:14524
MOT1	HGNC:17307
TAF(II)170	HGNC:17307
TAF172	HGNC:17307
TAFII170	HGNC:17307
CAG-ISL-7	HGNC:10305
CTG-B33	HGNC:10305
L14	HGNC:10305
RL14	HGNC:10305
hRL14	HGNC:10305
p56DOK	HGNC:2991
p56dok-2	HGNC:2991
F2771	HGNC:10821
SCAP	HGNC:10821
TSAD	HGNC:10821
VRAP	HGNC:10821
ART	HGNC:727
ENOVIN	HGNC:727
EVN	HGNC:727
NBN	HGNC:727
ARA9	HGNC:358
FKBP16	HGNC:358
FKBP37	HGNC:358
PITA1	HGNC:358
SMTPHN	HGNC:358
XAP-2	HGNC:358
XAP2	HGNC:358
MAYP	HGNC:9581
CD2BP1	HGNC:9580
CD2BP1L	HGNC:9580
CD2BP1S	HGNC:9580
H-PIP	HGNC:9580
PAPAS	HGNC:9580
PSTPIP	HGNC:9580
GPCR5A	HGNC:9836
PEIG-1	HGNC:9836
RAI3	HGNC:9836
RAIG1	HGNC:9836
TIG1	HGNC:9836
E-MAP-115	HGNC:6869
EMAP115	HGNC:6869
COXPD52	HGNC:15910
HUSSY-08	HGNC:15910
IscS	HGNC:15910
NIFS	HGNC:15910
ASE1	HGNC:9341
LAT3	HGNC:11065
LPI	HGNC:11065
MOP-2	HGNC:11065
Y+LAT1	HGNC:11065
y+LAT-1	HGNC:11065
LAT-2	HGNC:11064
LAT3	HGNC:11064
y+LAT-2	HGNC:11064
NADC1	HGNC:10917
NaCT	HGNC:10917
NaDC-1	HGNC:10917
SDCT1	HGNC:10917
ATPSK2	HGNC:8604
BCYM4	HGNC:8604
SK2	HGNC:8604
ATPSK1	HGNC:8603
PAPSS	HGNC:8603
SK1	HGNC:8603
ARIP3	HGNC:17311
DIP	HGNC:17311
MIZ1	HGNC:17311
PIASX	HGNC:17311
SIZ2	HGNC:17311
ZMIZ4	HGNC:17311
ASK2	HGNC:6858
MAPKKK6	HGNC:6858
MEKK6	HGNC:6858
IPCA-7	HGNC:11514
IPCA7	HGNC:11514
PCANAP7	HGNC:11514
SYT-VII	HGNC:11514
SYTVII	HGNC:11514
ANG3	HGNC:489
ANGPT3	HGNC:489
ARP1	HGNC:489
AngY	HGNC:489
UNQ162	HGNC:489
dJ595C2.2	HGNC:489
ASH2	HGNC:744
ASH2L1	HGNC:744
ASH2L2	HGNC:744
Bre2	HGNC:744
CPETRL3	HGNC:2033
HELIX	HGNC:2033
OSP-L	HGNC:2033
OSPL	HGNC:2033
HEL-S-79	HGNC:2050
OAZON	HGNC:2041
CLD1	HGNC:2032
ILVASC	HGNC:2032
SEMP1	HGNC:2032
ARHI	HGNC:687
NOEY2	HGNC:687
CLIM1	HGNC:6533
LDB-2	HGNC:6533
LDB1	HGNC:6533
DFNB116	HGNC:2051
PRY1	HGNC:14024
PTPN13LY	HGNC:14024
XKRY1	HGNC:18571
BPY2A	HGNC:13508
VCY2	HGNC:13508
VCY2A	HGNC:13508
BPY1	HGNC:12668
VCY1	HGNC:12668
VCY1A	HGNC:12668
CDY	HGNC:1809
CDY1A	HGNC:1809
eIF-4C	HGNC:3252
TB4Y	HGNC:11882
MYT1	HGNC:29650
PPP1R126	HGNC:29650
DEE77	HGNC:14135
EIEE77	HGNC:14135
GPI1	HGNC:14135
GPIBD19	HGNC:14135
MCAHS4	HGNC:14135
c407A10.1	HGNC:14135
Ara1	HGNC:10538
HAF	HGNC:10538
HOMS1	HGNC:10538
SART1259	HGNC:10538
SNRNP110	HGNC:10538
Snu66	HGNC:10538
HCA57	HGNC:11808
TID1	HGNC:11808
hTID-1	HGNC:11808
HRG4	HGNC:12565
IMD13	HGNC:12565
POC7	HGNC:12565
POC7A	HGNC:12565
TBS19	HGNC:11596
TPIT	HGNC:11596
dJ747L4.1	HGNC:11596
CAKUT2	HGNC:11595
TGT	HGNC:12612
HRP1	HGNC:12629
TRE17	HGNC:12629
TRE2	HGNC:12629
TRESMCR	HGNC:12629
Tre-2	HGNC:12629
USP6-short	HGNC:12629
UBP41	HGNC:12618
USP9	HGNC:12618
UBPO	HGNC:12608
HumORF8	HGNC:12631
PITA4	HGNC:12631
SPG59	HGNC:12631
UBPY	HGNC:12631
CD32	HGNC:15626
CD32C	HGNC:15626
CDW32	HGNC:15626
FCG2	HGNC:15626
FCRIIC	HGNC:15626
FcgammaRIIc	HGNC:15626
IGFR2	HGNC:15626
GNL	HGNC:9989
HEL-S-41	HGNC:9989
RC	HGNC:9989
SMP30	HGNC:9989
FYVE-DSP2	HGNC:7452
ZFYVE11	HGNC:7452
WARTS	HGNC:6514
wts	HGNC:6514
ATP6D	HGNC:13724
ATP6DV	HGNC:13724
P39	HGNC:13724
VATX	HGNC:13724
VMA6	HGNC:13724
VPATPD	HGNC:13724
SEC22L3	HGNC:16828
NEF5	HGNC:6057
NF-66	HGNC:6057
NF66	HGNC:6057
TXBP-1	HGNC:6057
CK-75	HGNC:24431
K6HF	HGNC:24431
K75	HGNC:24431
KB18	HGNC:24431
PFB	HGNC:24431
hK6hf	HGNC:24431
MCT6	HGNC:10927
MCT7	HGNC:10927
MCT5	HGNC:10926
MCT6	HGNC:10926
MCT4	HGNC:10925
MCT5	HGNC:10925
MCT 3	HGNC:10924
MCT 4	HGNC:10924
MCT-3	HGNC:10924
MCT-4	HGNC:10924
MCT3	HGNC:10924
MCT4	HGNC:10924
CLIM1	HGNC:2067
CLP-36	HGNC:2067
CLP36	HGNC:2067
HEL-S-112	HGNC:2067
hCLIM1	HGNC:2067
CAF40	HGNC:10445
CT129	HGNC:10445
RCD-1	HGNC:10445
RCD1	HGNC:10445
RQCD1	HGNC:10445
BAM	HGNC:2468
BMH	HGNC:2468
CDLS3	HGNC:2468
CSPG6	HGNC:2468
HCAP	HGNC:2468
SMC3L1	HGNC:2468
P2RXL1	HGNC:8538
P2X6	HGNC:8538
P2XM	HGNC:8538
HPRP4	HGNC:17349
HPRP4P	HGNC:17349
PRP4	HGNC:17349
Prp4p	HGNC:17349
RP70	HGNC:17349
SNRNP60	HGNC:17349
HPRP3	HGNC:17348
HPRP3P	HGNC:17348
PRP3	HGNC:17348
Prp3p	HGNC:17348
RP18	HGNC:17348
SNRNP90	HGNC:17348
9F	HGNC:18786
DXS9928E	HGNC:18786
HXC-26	HGNC:18786
HXC26	HGNC:18786
MRXSA	HGNC:18786
XAP5	HGNC:18786
AIF	HGNC:8768
AUNX1	HGNC:8768
CMT2D	HGNC:8768
CMTX4	HGNC:8768
COWCK	HGNC:8768
COXPD6	HGNC:8768
DFNX5	HGNC:8768
NADMR	HGNC:8768
NAMSD	HGNC:8768
PDCD8	HGNC:8768
SEMDHL	HGNC:8768
DFNA2	HGNC:6298
DFNA2A	HGNC:6298
KV7.4	HGNC:6298
HsT17299	HGNC:1580
CYCE2	HGNC:1590
RAB5EP	HGNC:17677
RABPT5	HGNC:17677
RNU3IP2	HGNC:16829
U3-55K	HGNC:16829
GEF1	HGNC:681
IMD62	HGNC:681
LBCL2	HGNC:681
LSC	HGNC:681
P115-RHOGEF	HGNC:681
SUB1.5	HGNC:681
EHT	HGNC:1536
MTGR1	HGNC:1536
ZMYND3	HGNC:1536
p85	HGNC:1536
APG12	HGNC:588
APG12L	HGNC:588
FBR93	HGNC:588
HAPG12	HGNC:588
TFAR19	HGNC:8764
HRS	HGNC:4897
IDDSAPN	HGNC:10663
NY-CO-1	HGNC:10663
SDCCAG1	HGNC:10663
NEUR1	HGNC:7761
NEURL	HGNC:7761
RNF67	HGNC:7761
bA416N2.1	HGNC:7761
neu	HGNC:7761
neu-1	HGNC:7761
AOMS3	HGNC:3092
MIRK	HGNC:3092
CCFDN	HGNC:2498
FCP1	HGNC:2498
GLYT-2	HGNC:11051
GLYT2	HGNC:11051
HKPX3	HGNC:11051
NET1	HGNC:11051
CNT2	HGNC:11002
HCNT2	HGNC:11002
HsT17153	HGNC:11002
SPNT1	HGNC:11002
CNT1	HGNC:11001
HCNT1	HGNC:11001
URCTU	HGNC:11001
HEX1	HGNC:3511
hExoI	HGNC:3511
FGFIBP	HGNC:3705
FIBP-1	HGNC:3705
TROFAS	HGNC:3705
LPC	HGNC:8748
PC7	HGNC:8748
PC8	HGNC:8748
SPC7	HGNC:8748
DGK-IOTA	HGNC:2855
AMLCR	HGNC:466
EB9	HGNC:3123
PDAF	HGNC:3123
COX7AR	HGNC:2289
COX7RP	HGNC:2289
EB1	HGNC:2289
SCAF1	HGNC:2289
SCAFI	HGNC:2289
SIG81	HGNC:2289
MIG12	HGNC:11879
TB10	HGNC:11879
CASP11	HGNC:10784
SFRS2IP	HGNC:10784
SIP1	HGNC:10784
SRRP129	HGNC:10784
SRSF2IP	HGNC:10784
EDG-4	HGNC:3168
EDG4	HGNC:3168
LPA-2	HGNC:3168
LPA2	HGNC:3168
TTNAP	HGNC:7614
DER4	HGNC:5998
FIT-1	HGNC:5998
IL33R	HGNC:5998
ST2	HGNC:5998
ST2L	HGNC:5998
ST2V	HGNC:5998
T1	HGNC:5998
LZK	HGNC:6852
MEKK13	HGNC:6852
MLK	HGNC:6852
5-HT3B	HGNC:5298
CPSQ3	HGNC:574
MU-4	HGNC:574
MU-ARP2	HGNC:574
SPG50	HGNC:574
IL-31R-beta	HGNC:8507
IL-31RB	HGNC:8507
OSMRB	HGNC:8507
OSMRbeta	HGNC:8507
PLCA1	HGNC:8507
GEF	HGNC:682
GEF-H1	HGNC:682
GEFH1	HGNC:682
LFP40	HGNC:682
Lfc	HGNC:682
NEDMHM	HGNC:682
P40	HGNC:682
P-CIP1	HGNC:15739
PAMCI	HGNC:15739
PCIP1	HGNC:15739
HZW10	HGNC:13194
KNTC1AP	HGNC:13194
BUB3L	HGNC:1151
hBUB3	HGNC:1151
POB1	HGNC:9963
CSNB1D	HGNC:10975
HsT17412	HGNC:10975
NCKX	HGNC:10975
NCKX1	HGNC:10975
RODX	HGNC:10975
GUA	HGNC:2744
GURDB	HGNC:2744
RH-II/GU	HGNC:2744
RH-II/GuA	HGNC:2744
ALTE	HGNC:447
DREF	HGNC:447
TRAMP	HGNC:447
hDREF	HGNC:447
CASP8IP1	HGNC:2755
DEDD1	HGNC:2755
DEFT	HGNC:2755
FLDED1	HGNC:2755
KE05	HGNC:2755
MCT2	HGNC:10928
AKR6A9	HGNC:6230
KCNA3.1B	HGNC:6230
KCNA3B	HGNC:6230
KV-BETA-3	HGNC:6230
ACATN	HGNC:95
AT-1	HGNC:95
AT1	HGNC:95
CCHLND	HGNC:95
SPG42	HGNC:95
CAP	HGNC:9639
PTPLA	HGNC:9639
CL1	HGNC:2700
CLICK1	HGNC:2700
DCAMKL1	HGNC:2700
DCDC3A	HGNC:2700
DCLK	HGNC:2700
CDIR	HGNC:13055
MYM	HGNC:13055
ZNF198L3	HGNC:13055
ZNF262	HGNC:13055
DXS6673E	HGNC:13054
MYM	HGNC:13054
XFIM	HGNC:13054
ZNF198L2	HGNC:13054
ZNF261	HGNC:13054
Buster2	HGNC:13050
MYM	HGNC:13050
ZBED7	HGNC:13050
ZNF198L4	HGNC:13050
ZNF258	HGNC:13050
HSPC050	HGNC:13029
MYM	HGNC:13029
ZNF198L1	HGNC:13029
ZNF237	HGNC:13029
HRAD17P2	HGNC:9809
HRAD17P1	HGNC:9808
FLAP-1	HGNC:6702
FLAP1	HGNC:6702
FLIIAP1	HGNC:6702
GCF-2	HGNC:6702
GCF2	HGNC:6702
HUFI-1	HGNC:6702
TRIP	HGNC:6702
HUFI-2	HGNC:6703
GDF9B	HGNC:1068
ODG2	HGNC:1068
POF4	HGNC:1068
ADLTE	HGNC:6572
ADPAEF	HGNC:6572
ADPEAF	HGNC:6572
EPITEMPIN	HGNC:6572
EPT	HGNC:6572
ETL1	HGNC:6572
IB1099	HGNC:6572
AIK2	HGNC:11390
AIM-1	HGNC:11390
AIM1	HGNC:11390
ARK-2	HGNC:11390
ARK2	HGNC:11390
AurB	HGNC:11390
IPL1	HGNC:11390
PPP1R48	HGNC:11390
STK-1	HGNC:11390
STK12	HGNC:11390
STK5	HGNC:11390
aurkb-sv1	HGNC:11390
aurkb-sv2	HGNC:11390
IBGC6	HGNC:12827
SLC53A1	HGNC:12827
SYG1	HGNC:12827
X3	HGNC:12827
FAIM3	HGNC:14315
FcmuR	HGNC:14315
TOSO	HGNC:14315
LARGE	HGNC:6511
MDC1D	HGNC:6511
MDDGA6	HGNC:6511
MDDGB6	HGNC:6511
ALS8	HGNC:12649
VAMP-B	HGNC:12649
VAP-B	HGNC:12649
VAMP-A	HGNC:12648
VAP-33	HGNC:12648
VAP-A	HGNC:12648
VAP33	HGNC:12648
hVAP-33	HGNC:12648
MTA1L1	HGNC:7411
PID	HGNC:7411
NOPP130	HGNC:15608
NOPP140	HGNC:15608
NS5ATP13	HGNC:15608
P130	HGNC:15608
Srp40	HGNC:15608
AIP-3	HGNC:946
AIP3	HGNC:946
BAIAP1	HGNC:946
BAP-1	HGNC:946
BAP1	HGNC:946
MAGI-1	HGNC:946
MAGI-1b	HGNC:946
Magi1d	HGNC:946
TNRC19	HGNC:946
WWP3	HGNC:946
LCA14	HGNC:6685
C8orf68	HGNC:2906
DAP2	HGNC:2906
ERICH1-AS1	HGNC:2906
SAPAP2	HGNC:2906
DAP-1	HGNC:2905
DAP-1-ALPHA	HGNC:2905
DAP-1-BETA	HGNC:2905
DAP1	HGNC:2905
DLGAP1A	HGNC:2905
DLGAP1B	HGNC:2905
GKAP	HGNC:2905
SAPAP1	HGNC:2905
H-YPT3	HGNC:9761
NDAGSCW	HGNC:9761
LP-DLG	HGNC:2904
P-DLG5	HGNC:2904
PDLG	HGNC:2904
EAP1	HGNC:9690
HPTTG	HGNC:9690
PTTG	HGNC:9690
TUTR1	HGNC:9690
IL-32alpha	HGNC:16830
IL-32beta	HGNC:16830
IL-32delta	HGNC:16830
IL-32gamma	HGNC:16830
NK4	HGNC:16830
TAIF	HGNC:16830
TAIFa	HGNC:16830
TAIFb	HGNC:16830
TAIFc	HGNC:16830
TAIFd	HGNC:16830
CPR8	HGNC:24227
CPR2	HGNC:17443
FASTKD4	HGNC:17443
MA1	HGNC:9158
SYM1	HGNC:7866
SYNS1	HGNC:7866
SYNS1A	HGNC:7866
ABF-1	HGNC:7321
ABF1	HGNC:7321
MYOR	HGNC:7321
bHLHa22	HGNC:7321
CISS	HGNC:2364
CISS1	HGNC:2364
CLF	HGNC:2364
CLF-1	HGNC:2364
NR6	HGNC:2364
zcytor5	HGNC:2364
C2/4GnT	HGNC:4205
C24GNT	HGNC:4205
C2GNT2	HGNC:4205
C2GNTM	HGNC:4205
GNTM	HGNC:4205
RIG-B	HGNC:12490
UBCH8	HGNC:12490
FIH2	HGNC:4198
GCMB	HGNC:4198
HRPT4	HGNC:4198
hGCMb	HGNC:4198
H9	HGNC:4506
Mel1c	HGNC:4506
DD83.1	HGNC:17693
RDH17	HGNC:17693
Rsdr1	HGNC:17693
SDR1	HGNC:17693
SDR16C1	HGNC:17693
retSDR1	HGNC:17693
MSK1	HGNC:10434
MSPK1	HGNC:10434
RLPK	HGNC:10434
CAG3A	HGNC:8061
CTG3a	HGNC:8061
NBL	HGNC:8061
NUMB-R	HGNC:8061
NUMBLIKE	HGNC:8061
NUMBR	HGNC:8061
TNRC23	HGNC:8061
CACNA2D	HGNC:1400
CASVDD	HGNC:1400
EMAP2	HGNC:10648
EMAPII	HGNC:10648
HLD3	HGNC:10648
SCYE1	HGNC:10648
p43	HGNC:10648
BZRAP1	HGNC:16831
PBR-IP	HGNC:16831
PRAX-1	HGNC:16831
PRAX1	HGNC:16831
RIM-BP1	HGNC:16831
RIMBP1	HGNC:16831
LRRC65	HGNC:16982
MASL1	HGNC:16982
ROCO4	HGNC:16982
LMP1	HGNC:22958
LMP3	HGNC:22958
MAPKAP-K2	HGNC:6887
MK-2	HGNC:6887
MK2	HGNC:6887
DRAK2	HGNC:11396
DRAK1	HGNC:11395
ARNO3	HGNC:9504
GRP1	HGNC:9504
PSCD3	HGNC:9504
cytohesin-3	HGNC:9504
ARNO	HGNC:9502
CTS18	HGNC:9502
CTS18.1	HGNC:9502
PSCD2	HGNC:9502
PSCD2L	HGNC:9502
SEC7L	HGNC:9502
Sec7p-L	HGNC:9502
Sec7p-like	HGNC:9502
cytohesin-2	HGNC:9502
B2-1	HGNC:9501
CYTOHESIN-1	HGNC:9501
D17S811E	HGNC:9501
PSCD1	HGNC:9501
SEC7	HGNC:9501
ICAP-1A	HGNC:23927
ICAP-1B	HGNC:23927
ICAP-1alpha	HGNC:23927
ICAP1	HGNC:23927
ICAP1A	HGNC:23927
ICAP1B	HGNC:23927
CT80.1	HGNC:9007
HIWI	HGNC:9007
MIWI	HGNC:9007
PIWI	HGNC:9007
SMARCJ3	HGNC:1006
SMARCJ2	HGNC:1005
MCPH19	HGNC:2232
beta'-COP	HGNC:2232
BING4	HGNC:13923
C6orf11	HGNC:13923
FP221	HGNC:13923
UTP7	HGNC:13923
BING1	HGNC:13085
ZBTB22A	HGNC:13085
ZNF297	HGNC:13085
ZNF297A	HGNC:13085
fru	HGNC:13085
fruitless	HGNC:13085
CRSP150	HGNC:2370
CRSP2	HGNC:2370
CSRP	HGNC:2370
CXorf4	HGNC:2370
DRIP150	HGNC:2370
EXLM1	HGNC:2370
RGR1	HGNC:2370
TRAP170	HGNC:2370
ET(B)R-LP-2	HGNC:14923
ETBR-LP-2	HGNC:14923
ETBRLP2	HGNC:14923
NPIP	HGNC:7909
NPIPA	HGNC:7909
morpheus	HGNC:7909
GPR58	HGNC:4514
taR-2	HGNC:4514
GPR57	HGNC:4513
GPR58	HGNC:4513
TAAR2	HGNC:4513
TAAR3	HGNC:4513
BFPP	HGNC:4512
BPPR	HGNC:4512
GPR56	HGNC:4512
TM7LN4	HGNC:4512
TM7XN1	HGNC:4512
LPIR1	HGNC:4511
PsiGPR53	HGNC:4509
dJ271M21.8	HGNC:4509
AGR16	HGNC:3169
DFNB68	HGNC:3169
EDG-5	HGNC:3169
EDG5	HGNC:3169
Gpcr13	HGNC:3169
H218	HGNC:3169
LPB2	HGNC:3169
S1P2	HGNC:3169
NET2	HGNC:10782
SFRS11	HGNC:10782
dJ677H15.2	HGNC:10782
p54	HGNC:10782
ATP6S14	HGNC:16832
VATF	HGNC:16832
Vma7	HGNC:16832
RNU29	HGNC:10151
U29	HGNC:10151
RNU31	HGNC:10158
SNORD31A	HGNC:10158
U31	HGNC:10158
RNU30	HGNC:10157
U30	HGNC:10157
RNU28	HGNC:10150
SNORD28A	HGNC:10150
U28	HGNC:10150
RNU27	HGNC:10149
U27	HGNC:10149
RNU26	HGNC:10148
U26	HGNC:10148
RNU25	HGNC:10147
U25	HGNC:10147
RNU22	HGNC:10145
U22	HGNC:10145
CIS-4	HGNC:16833
CIS4	HGNC:16833
HSPC060	HGNC:16833
SOCS-4	HGNC:16833
SOCS-6	HGNC:16833
SOCS4	HGNC:16833
SSI4	HGNC:16833
STAI4	HGNC:16833
STATI4	HGNC:16833
BL11	HGNC:1703
HB15	HGNC:1703
ANF270	HGNC:12866
HZF6	HGNC:12866
ZFP93	HGNC:12866
ZNF270	HGNC:12866
ACCN3	HGNC:101
DRASIC	HGNC:101
SLNAC1	HGNC:101
TNaC1	HGNC:101
KV2.2	HGNC:6232
AI2A2	HGNC:7167
MMP-20	HGNC:7167
EZF	HGNC:6348
GKLF	HGNC:6348
C5orf13	HGNC:16834
D4S114	HGNC:16834
P311	HGNC:16834
PRO1873	HGNC:16834
PTZ17	HGNC:16834
SEZ17	HGNC:16834
HPHRP	HGNC:9590
RPR-1	HGNC:9590
ALIEN	HGNC:30747
CSN2	HGNC:30747
SGN2	HGNC:30747
TRIP15	HGNC:30747
16E1BP	HGNC:12307
MVA3	HGNC:12307
OOMD9	HGNC:12307
MRD49	HGNC:12306
TRIP-12	HGNC:12306
TRIPC	HGNC:12306
ULF	HGNC:12306
ACG1A	HGNC:12305
CEV14	HGNC:12305
GMAP-210	HGNC:12305
GMAP210	HGNC:12305
ODCD	HGNC:12305
ODCD1	HGNC:12305
TRIP-11	HGNC:12305
TRIP230	HGNC:12305
CIP4	HGNC:12304
HSTP	HGNC:12304
STOT	HGNC:12304
STP	HGNC:12304
TRIP-10	HGNC:12304
PNAS-24	HGNC:12312
PNAS-25	HGNC:12312
TRIP7	HGNC:12312
ASC-1	HGNC:12310
ASC1	HGNC:12310
HsT17391	HGNC:12310
MDCDC	HGNC:12310
SMABF1	HGNC:12310
ZC2HC5	HGNC:12310
Hit1	HGNC:12309
PEHO	HGNC:12309
TRIP3	HGNC:12309
TFIIIC63	HGNC:4668
TFIIICepsilon	HGNC:4668
TFiiiC2-63	HGNC:4668
KAT12	HGNC:4667
TF3C-delta	HGNC:4667
TFIII90	HGNC:4667
TFIIIC290	HGNC:4667
TFIIIC90	HGNC:4667
TFIIICDELTA	HGNC:4667
TFIIIC102	HGNC:4666
TFIIICgamma	HGNC:4666
TFiiiC2-102	HGNC:4666
B4Gal-T6	HGNC:929
beta4Gal-T6	HGNC:929
M130	HGNC:1631
MM130	HGNC:1631
SCARI1	HGNC:1631
PSS2	HGNC:11781
TG(X)	HGNC:11781
TGASE5	HGNC:11781
TGASEX	HGNC:11781
TGM6	HGNC:11781
TGMX	HGNC:11781
TGX	HGNC:11781
B4Gal-T5	HGNC:928
BETA4-GALT-IV	HGNC:928
beta4Gal-T5	HGNC:928
beta4GalT-V	HGNC:928
gt-V	HGNC:928
CAF1	HGNC:9207
CALIF	HGNC:9207
Caf1b	HGNC:9207
POP2	HGNC:9207
hCAF1	HGNC:9207
SIIR	HGNC:11616
WEX9	HGNC:11616
p21	HGNC:11616
pp21	HGNC:11616
CEB	HGNC:12644
CEDNIK	HGNC:11133
SNAP-29	HGNC:11133
MFDGA	HGNC:30858
MFDM	HGNC:30858
SNRNP116	HGNC:30858
Snrp116	HGNC:30858
Snu114	HGNC:30858
