Symbol	hgnc_id
LINC02006	HGNC:52842
LINC02029	HGNC:52863
LINC01997	HGNC:52831
MECOM-AS1	HGNC:40368
LINC02068	HGNC:52914
LINC01995	HGNC:52828
ATP11B-DT	HGNC:55642
EIF2B5-DT	HGNC:55202
LINC02054	HGNC:52894
HRG-AS1	HGNC:55915
LINC02041	HGNC:52881
LINC01991	HGNC:52823
LINC02013	HGNC:52848
LINC02038	HGNC:52878
LINC02048	HGNC:52888
LINC01972	HGNC:52798
LINC01830	HGNC:52636
LINC02923	HGNC:55672
GTF3C2-AS2	HGNC:55699
LINC02482	HGNC:53458
LINC02517	HGNC:53506
LINC02484	HGNC:53459
LINC02505	HGNC:53494
LINC02513	HGNC:53502
LINC02278	HGNC:53194
SMIM14-DT	HGNC:53455
PHOX2B-AS1	HGNC:40457
LINC02383	HGNC:53306
LINC01946	HGNC:52770
RASGRP3-AS1	HGNC:40689
SLC2A9-AS1	HGNC:40636
LINC02360	HGNC:53282
LINC02357	HGNC:53279
STIM2-AS1	HGNC:40879
LINC02472	HGNC:53411
LINC02501	HGNC:53489
PRKCE-AS1	HGNC:40474
LINC01820	HGNC:52625
LINC01867	HGNC:52687
LINC02162	HGNC:53023
LINC02063	HGNC:52908
LINC02121	HGNC:52977
LINC02142	HGNC:53002
LINC02221	HGNC:53090
DAP-DT	HGNC:55214
LINC02220	HGNC:53087
EML6-AS1	HGNC:41299
LINC02241	HGNC:53126
LINC02146	HGNC:53006
LINC02211	HGNC:53078
LINC02228	HGNC:53097
LINC02103	HGNC:52958
LINC02061	HGNC:52906
LINC02160	HGNC:53021
RAI14-DT	HGNC:55983
LINC02117	HGNC:52972
LINC02110	HGNC:52965
LINC02107	HGNC:52962
LINC01795	HGNC:52585
C5orf34-AS1	HGNC:41061
LGALSL-DT	HGNC:53951
LINC01805	HGNC:52597
LINC01890	HGNC:52709
CHMP3-AS1	HGNC:55795
LINC01955	HGNC:52780
MALLP2	HGNC:55039
FOXF2-DT	HGNC:50662
LINC02521	HGNC:53560
NQO2-AS1	HGNC:40407
LINC02533	HGNC:53566
NUP153-AS1	HGNC:55217
MIR548A1HG	HGNC:53539
LINC03005	HGNC:56130
LINC02828	HGNC:54359
LINC02829	HGNC:54362
ERVK9-12	HGNC:53627
LINC02570	HGNC:39766
LINC02571	HGNC:53630
ETV7-AS1	HGNC:40833
RUNX2-AS1	HGNC:53512
SDK1-AS1	HGNC:40883
HDAC9-AS1	HGNC:40664
TSEN15P3	HGNC:43964
TAX1BP1-AS1	HGNC:40576
FKBP14-AS1	HGNC:40990
YAE1-DT	HGNC:55820
LINC02838	HGNC:54372
VOPP1-DT	HGNC:55874
SNX10-AS1	HGNC:55845
DDX3ILA1	HGNC:55358
LINC00972	HGNC:48826
LINC02932	HGNC:55875
TMBIM7P	HGNC:49212
TFPI2-DT	HGNC:40581
BET1-AS1	HGNC:40690
PPP1R9A-AS1	HGNC:40696
SLC12A9-AS1	HGNC:40807
PRKAR2B-AS1	HGNC:40472
LINC02830	HGNC:54363
AGK-DT	HGNC:55356
TMEM139-AS1	HGNC:40988
REPIN1-AS1	HGNC:41201
ZNF775-AS1	HGNC:41202
INSIG1-DT	HGNC:55155
MNX1-AS2	HGNC:40278
LINC01022	HGNC:48998
LINC02849	HGNC:54385
WWP1-AS1	HGNC:55520
RBM12B-DT	HGNC:55529
MIR3150BHG	HGNC:52000
LINC02844	HGNC:54379
LINC02845	HGNC:54380
OXR1-AS1	HGNC:55533
LINC02237	HGNC:53108
MAL2-AS1	HGNC:53626
LINC02855	HGNC:54392
SMILR	HGNC:51825
SQLE-DT	HGNC:55534
LINC02964	HGNC:53487
LINC03024	HGNC:56155
LINC02947	HGNC:55962
LINC02847	HGNC:54383
LINC02839	HGNC:54373
LINC02851	HGNC:54387
LINC01627	HGNC:52258
FAM242F	HGNC:53876
TMEM252-DT	HGNC:54377
UBQLN1-AS1	HGNC:55518
LINC02834	HGNC:54368
LINC02957	HGNC:55977
HSD17B3-AS1	HGNC:53136
FKTN-AS1	HGNC:55797
LINC02977	HGNC:56036
TEX53	HGNC:53655
LMX1B-DT	HGNC:55849
IER5L-AS1	HGNC:55825
FIBCD1-AS1	HGNC:55657
LINC02247	HGNC:53140
LINC02846	HGNC:54381
CACNA1B-AS1	HGNC:56165
LINC02662	HGNC:54148
LINC02645	HGNC:54129
LINC02668	HGNC:54154
LINC02639	HGNC:54122
LINC02678	HGNC:54172
LINC02665	HGNC:54151
LINC02642	HGNC:54124
BEND7-DT	HGNC:55819
DCLRE1CP1	HGNC:44877
LINC02643	HGNC:54126
C10orf67-AS1	HGNC:55861
SELENOOLP	HGNC:53787
LINC02680	HGNC:54174
MPP7-DT	HGNC:54139
LINC02652	HGNC:54137
LINC02644	HGNC:54127
LINC02628	HGNC:54107
LINC02635	HGNC:54118
LINC02634	HGNC:54117
LINC02630	HGNC:54110
ZNF25-DT	HGNC:54109
LINC02689	HGNC:54192
STIM1-AS1	HGNC:40568
NRIP3-DT	HGNC:55524
ADM-DT	HGNC:55516
LINC02752	HGNC:54272
LINC02547	HGNC:53582
LINC02545	HGNC:53580
LINC02548	HGNC:53583
LINC02751	HGNC:54271
CSRP3-AS1	HGNC:54183
LINC02718	HGNC:54235
LINC02726	HGNC:54243
LINC02686	HGNC:54186
LINC02699	HGNC:54213
ANO3-AS1	HGNC:54190
LINC02758	HGNC:54278
LINC02742	HGNC:54259
LINC02755	HGNC:54275
LINC02546	HGNC:53581
ARL14EP-DT	HGNC:55517
MPPED2-AS1	HGNC:53909
LINC02722	HGNC:54239
LINC02721	HGNC:54238
LINC02707	HGNC:54224
LINC02760	HGNC:54280
LINC02741	HGNC:54258
LINC02704	HGNC:54220
LINC02690	HGNC:54194
LINC02710	HGNC:54227
LINC01345	HGNC:50564
LINC02780	HGNC:54300
LINC01646	HGNC:52433
LINC02781	HGNC:54301
LINC02782	HGNC:54302
EXOSC10-AS1	HGNC:40456
LINC02766	HGNC:54286
LINC01784	HGNC:52574
NEMP2-DT	HGNC:55713
NPIPA9	HGNC:41984
KAZN-AS1	HGNC:53610
IGSF21-AS1	HGNC:41190
LINC01757	HGNC:52546
LINC02596	HGNC:53948
SNHG25	HGNC:51534
LINC01925	HGNC:52745
GRHL3-AS1	HGNC:41119
RUNX3-AS1	HGNC:40513
LINC02793	HGNC:54317
WDTC1-DT	HGNC:55858
GRM7-AS2	HGNC:40266
LINC02022	HGNC:52857
LINC01742	HGNC:52530
RARB-AS1	HGNC:54077
LRRC3B-AS1	HGNC:55847
LINC02084	HGNC:52934
LINC01980	HGNC:52808
PDCD6IP-DT	HGNC:55244
LINC02033	HGNC:52867
LINC02009	HGNC:52845
LINC02017	HGNC:52852
LINC02030	HGNC:52864
FLNB-AS1	HGNC:40239
CFAP20DC-DT	HGNC:55618
LINC01678	HGNC:52466
LINC02005	HGNC:52839
LINC02077	HGNC:52925
LINC02050	HGNC:52890
LINC02008	HGNC:52844
FAM247C	HGNC:54928
LINC02025	HGNC:52860
MYH9-DT	HGNC:55867
REREP1Y	HGNC:38795
REREP2Y	HGNC:38796
LINC02619	HGNC:54094
LINC02429	HGNC:53360
LINC02496	HGNC:53480
LINC02271	HGNC:53186
LINC02562	HGNC:53602
SHROOM3-AS1	HGNC:41265
LINC02469	HGNC:53408
PRDM8-AS1	HGNC:55581
VAMP9P	HGNC:53817
UNC5C-AS1	HGNC:55246
LINC02267	HGNC:53181
TSPAN5-DT	HGNC:55389
UBE2D3-AS1	HGNC:54095
LINC02503	HGNC:53492
LINC02173	HGNC:53035
NEUROG2-AS1	HGNC:40656
ANK2-AS1	HGNC:40076
LINC02262	HGNC:53174
LINC02263	HGNC:53175
LINC02264	HGNC:53176
NDNF-AS1	HGNC:55553
LINC02479	HGNC:53453
LINC02377	HGNC:53300
LINC02462	HGNC:53399
LINC02485	HGNC:53460
LINC02511	HGNC:53500
LINC02172	HGNC:53034
LINC00498	HGNC:43435
LINC02276	HGNC:53192
LINC02266	HGNC:53180
LINC02491	HGNC:53475
LINC02507	HGNC:53496
LINC02477	HGNC:53425
APOBEC3AP1	HGNC:43835
LINC02174	HGNC:53037
SAP30-DT	HGNC:54424
LINC02509	HGNC:53498
TEMN3-AS1	HGNC:53456
LINC02427	HGNC:53358
RPSAP70	HGNC:51923
LINC02374	HGNC:53296
LINC02514	HGNC:53503
LINC02434	HGNC:53365
LINC02508	HGNC:53497
LINC01596	HGNC:51591
USP34-DT	HGNC:55262
LINC02480	HGNC:53454
LINC02283	HGNC:53200
LINC02928	HGNC:55799
LINC02494	HGNC:53479
LINC01932	HGNC:52755
FABP6-AS1	HGNC:40226
LINC01938	HGNC:52761
LINC03000	HGNC:56116
KCNIP1-AS1	HGNC:40710
LINC01942	HGNC:52766
THOC3-AS1	HGNC:40866
FAM193B-DT	HGNC:55212
LINC02222	HGNC:53091
TRIM7-AS2	HGNC:56031
RARRES2P6	HGNC:48705
LINC02887	HGNC:55047
FAM135A-AS1	HGNC:40955
LINC02540	HGNC:53573
LINC02836	HGNC:54370
LINC02526	HGNC:53550
ZBTB24-DT	HGNC:55872
LINC02527	HGNC:53553
LINC02518	HGNC:53509
LINC02534	HGNC:53567
HEY2-AS1	HGNC:55652
LINC02536	HGNC:53570
LINC02524	HGNC:53544
LINC02528	HGNC:53554
LINC02919	HGNC:55653
UST-AS2	HGNC:40803
TAB2-AS1	HGNC:53508
LINC02840	HGNC:54374
SNX9-AS1	HGNC:40699
TAGAP-AS1	HGNC:55239
LINC02519	HGNC:53510
STK32A-AS1	HGNC:53468
MARCOL	HGNC:53644
ATOX1-AS1	HGNC:55528
LINC01861	HGNC:52680
LINC02659	HGNC:54145
LINC03029	HGNC:56169
LINC02672	HGNC:54159
ANK3-DT	HGNC:54102
LINC02621	HGNC:54098
JMJD1C-AS2	HGNC:56170
LINC02651	HGNC:54136
LINC02622	HGNC:54099
SYNPO2L-AS1	HGNC:55242
LINC02679	HGNC:54173
LINC02655	HGNC:54141
LINC02650	HGNC:54135
PANK1-AS1	HGNC:55718
LINC02624	HGNC:54103
LINC02661	HGNC:54147
DUSP5-DT	HGNC:55154
HSPA12A-AS1	HGNC:55721
SLC18A2-AS1	HGNC:55843
LINC02930	HGNC:55821
LINC02641	HGNC:54125
JAKMIP3-AS1	HGNC:55678
LINC01409	HGNC:50701
ANKRD65-AS1	HGNC:55844
PRKCZ-DT	HGNC:55824
MMEL1-AS1	HGNC:40695
TP73-AS3	HGNC:40590
MICOS10-DT	HGNC:55676
LINC01778	HGNC:52568
TFAP2E-AS1	HGNC:41274
MIR3659HG	HGNC:54306
LINC02786	HGNC:54307
LINC01685	HGNC:52473
BMP8B-AS1	HGNC:54364
MYCL-AS1	HGNC:40386
EXO5-DT	HGNC:55647
TMEM269-DT	HGNC:54423
CDC20-DT	HGNC:55681
LINC02918	HGNC:55649
TMEM275	HGNC:53938
LINC02808	HGNC:54340
FAF1-AS1	HGNC:40228
LINC01562	HGNC:51335
EPS15-AS1	HGNC:40219
LINC02784	HGNC:54304
LINC01755	HGNC:52543
LINC01753	HGNC:52541
LINC01767	HGNC:52557
LINC02777	HGNC:54297
FGGY-DT	HGNC:55265
LINC02778	HGNC:54298
LINC01748	HGNC:52535
LINC01739	HGNC:52527
LINC01707	HGNC:52495
LINC02791	HGNC:54315
LINC01758	HGNC:52547
LRRC7-AS1	HGNC:40843
LINC02797	HGNC:54320
LRRC53	HGNC:25255
LINC02795	HGNC:54319
CLCA4-AS1	HGNC:54055
LINC02787	HGNC:54308
LINC02609	HGNC:27140
LINC01763	HGNC:52554
LINC02788	HGNC:54309
LINC01709	HGNC:52497
LINC01677	HGNC:52465
LINC01661	HGNC:52449
TMEM167B-DT	HGNC:55076
SLC6A17-AS1	HGNC:41279
LINC02884	HGNC:54808
PPM1J-DT	HGNC:55355
LINC01765	HGNC:52555
LINC01780	HGNC:52570
GNB1-DT	HGNC:55772
KLF18	HGNC:51793
LINC02118	HGNC:52974
LINC02105	HGNC:52960
ERCC8-AS1	HGNC:40220
LINC02057	HGNC:52900
LINC02242	HGNC:53127
LINC02230	HGNC:53099
LINC02122	HGNC:52979
SV2C-AS1	HGNC:55583
VCAN-AS1	HGNC:40163
EDIL3-DT	HGNC:40204
LINC02144	HGNC:53004
LINC02161	HGNC:53022
LINC01846	HGNC:52661
SEMA6A-AS2	HGNC:52754
LINC02216	HGNC:53083
DMXL1-DT	HGNC:55568
PRDM6-AS1	HGNC:55869
CTNNA1-AS1	HGNC:55535
PDZPH1P	HGNC:51488
MSRA-DT	HGNC:55400
FAM197Y8	HGNC:37470
FAM197Y6	HGNC:37468
LINC02948	HGNC:55963
LINC02866	HGNC:54518
KAT6A-AS1	HGNC:56157
FAM242E	HGNC:53875
FAM242B	HGNC:53872
DUX4L34	HGNC:51772
LINC01670	HGNC:52458
NCOR1P4	HGNC:54557
IER3-AS1	HGNC:53629
LINC02794	HGNC:54318
NKILA	HGNC:51599
SFTPD-AS1	HGNC:51589
LINC02130	HGNC:52989
XACT	HGNC:45056
B3GALT1-AS1	HGNC:40089
LINC01047	HGNC:49041
LINC01601	HGNC:51651
ERVW-28	HGNC:49316
LINC01693	HGNC:52478
LRP1-AS	HGNC:51694
LINC02676	HGNC:54170
DANT1	HGNC:50863
GSTT1-AS1	HGNC:51839
PLA2G4C-AS1	HGNC:51585
LINC01438	HGNC:50757
DENND6A-AS1	HGNC:41152
GRPEL2-AS1	HGNC:48999
LINC00374	HGNC:42698
ARF4-AS1	HGNC:51593
LINC00430	HGNC:42765
LINC01037	HGNC:49025
LINC01078	HGNC:49121
LINC01173	HGNC:49545
KCNK15-AS1	HGNC:49901
LINC00407	HGNC:42739
LINC01066	HGNC:49104
ERVK-29	HGNC:44982
ERVW-8	HGNC:49247
ERVW-11	HGNC:49250
ERVW-14	HGNC:49253
ERVW-18	HGNC:49306
ERVW-22	HGNC:49310
ERVW-24	HGNC:49312
ERVW-27	HGNC:49315
ERVK-27	HGNC:44980
ERVW-17	HGNC:49256
ERVW-19	HGNC:49307
ERVW-26	HGNC:49314
LINC01154	HGNC:49504
ERVW-13	HGNC:49252
LINC00604	HGNC:43924
ERVW-10	HGNC:49249
ERVW-12	HGNC:49251
ERVW-16	HGNC:49255
ERVW-29	HGNC:49378
LINC01290	HGNC:50356
LINC01318	HGNC:50524
ERVW-21	HGNC:49309
ERVW-7	HGNC:49246
ERVK-31	HGNC:51379
ERVK-30	HGNC:51378
LINC01035	HGNC:49022
ERVW-15	HGNC:49254
FARSA-AS1	HGNC:50479
LINC01076	HGNC:49119
ERVW-23	HGNC:49311
ERVW-20	HGNC:49308
ERVW-25	HGNC:49313
LINC01074	HGNC:49117
LINC00976	HGNC:50610
LIMS1-AS1	HGNC:40342
LUADT1	HGNC:51845
KRT18P53	HGNC:38714
DPH3P2	HGNC:38719
USP9YP16	HGNC:38752
USP9YP24	HGNC:38760
USP9YP26	HGNC:38762
USP9YP31	HGNC:38775
USP9YP33	HGNC:38777
USP9YP36	HGNC:38780
PRYP5	HGNC:38785
HSFY5P	HGNC:38789
HSFY7P	HGNC:38791
FTH1P9	HGNC:39089
TPM3P3	HGNC:39166
MTND6P2	HGNC:39465
MTND6P3	HGNC:39466
MTND6P4	HGNC:39467
MTND6P6	HGNC:39469
MTND6P7	HGNC:39470
MTND6P9	HGNC:39472
MTND6P10	HGNC:39473
MTND6P14	HGNC:39477
MTND6P15	HGNC:39478
MTND6P16	HGNC:39479
MTND6P18	HGNC:39481
MTND6P20	HGNC:39483
C4A-AS1	HGNC:39753
DDX39B-AS1	HGNC:39771
CYP4F26P	HGNC:39948
CYP2C56P	HGNC:39971
CYP2AC1P	HGNC:39976
ATP6V0CP2	HGNC:40000
BACH1-AS1	HGNC:40008
BSN-AS1	HGNC:40102
CACNA1C-AS3	HGNC:40117
IGBP1-AS2	HGNC:40294
RRM1-AS1	HGNC:40512
SEC62-AS1	HGNC:40586
DPP10-AS2	HGNC:40940
HTR3E-AS1	HGNC:41032
ALG13-AS1	HGNC:41277
REV3L-IT1	HGNC:41377
SMYD3-IT1	HGNC:41406
ASH1L-IT1	HGNC:41449
WWTR1-IT1	HGNC:41469
FAR1-IT1	HGNC:41485
A2ML1-AS2	HGNC:41523
RNU1-23P	HGNC:41964
TUBB4BP1	HGNC:42180
TUBB8P2	HGNC:42334
CYP3A52P	HGNC:42412
RNY3P1	HGNC:42477
RNY3P8	HGNC:42492
LINC00449	HGNC:42786
CHEK2P4	HGNC:43580
CHEK2P5	HGNC:43581
LRRC37A13P	HGNC:43817
LRRC37A14P	HGNC:43818
NECAP1P2	HGNC:43913
KRT18P56	HGNC:43923
AIG1P1	HGNC:43926
WBP1LP1	HGNC:43948
WBP1LP7	HGNC:43955
WBP1LP3	HGNC:43958
TRMT112P2	HGNC:44021
GZMAP1	HGNC:44137
EIF1AXP2	HGNC:44295
ALG1L10P	HGNC:44379
ALG1L13P	HGNC:44382
CHCHD4P5	HGNC:44493
CRIP1P3	HGNC:44518
MTATP8P2	HGNC:44572
MTATP6P3	HGNC:44577
MTATP6P9	HGNC:44583
FCF1P5	HGNC:44617
FCF1P10	HGNC:44622
EFCAB14P1	HGNC:44648
UBE2V1P12	HGNC:44897
KSR1P1	HGNC:44977
NDUFA3P2	HGNC:45051
NDUFA3P6	HGNC:45055
MED28P5	HGNC:45082
TMEM256P2	HGNC:45088
SOD1P1	HGNC:45134
PIGPP2	HGNC:45154
FABP12P1	HGNC:45176
COPS8P3	HGNC:45271
OLA1P2	HGNC:45277
RNU7-90P	HGNC:45624
RNU7-92P	HGNC:45626
RNU7-95P	HGNC:45629
RNU7-97P	HGNC:45631
RNU7-102P	HGNC:45636
RNU7-105P	HGNC:45639
RNU7-106P	HGNC:45640
RNU7-107P	HGNC:45641
RNU7-113P	HGNC:45647
RNU7-115P	HGNC:45649
RNU7-119P	HGNC:45653
RNU7-123P	HGNC:45657
RNU7-124P	HGNC:45658
RNU7-126P	HGNC:45660
RNU7-130P	HGNC:45664
RNU7-133P	HGNC:45667
RNU7-136P	HGNC:45670
RNU7-140P	HGNC:45674
RNU7-143P	HGNC:45677
RNU7-144P	HGNC:45678
RNU7-149P	HGNC:45683
RNU7-152P	HGNC:45686
RNU7-153P	HGNC:45687
RNU7-156P	HGNC:45690
RNU7-160P	HGNC:45694
RNU7-164P	HGNC:45698
RNU7-165P	HGNC:45699
RNU7-167P	HGNC:45701
RNU7-171P	HGNC:45705
RNU7-173P	HGNC:45707
RNU7-175P	HGNC:45709
RNU7-179P	HGNC:45713
RNU7-181P	HGNC:45715
RNU7-185P	HGNC:45719
RNU7-187P	HGNC:45721
RNU7-190P	HGNC:45724
RNU7-195P	HGNC:45729
RNU7-196P	HGNC:45730
RN7SKP11	HGNC:45735
RN7SKP13	HGNC:45737
RN7SKP14	HGNC:45738
RN7SKP17	HGNC:45741
RN7SKP19	HGNC:45743
RN7SKP20	HGNC:45744
RN7SKP23	HGNC:45747
RN7SKP26	HGNC:45750
RN7SKP28	HGNC:45752
RN7SKP30	HGNC:45754
RN7SKP32	HGNC:45756
RN7SKP34	HGNC:45758
RN7SKP35	HGNC:45759
RN7SKP38	HGNC:45762
RN7SKP40	HGNC:45764
RN7SKP44	HGNC:45768
RN7SKP45	HGNC:45769
RN7SKP48	HGNC:45772
RN7SKP51	HGNC:45775
RN7SKP52	HGNC:45776
RN7SKP55	HGNC:45779
RN7SKP57	HGNC:45781
RN7SKP59	HGNC:45783
RN7SKP61	HGNC:45785
RN7SKP63	HGNC:45787
RN7SKP65	HGNC:45789
RN7SKP67	HGNC:45791
RN7SKP71	HGNC:45795
RN7SKP74	HGNC:45798
RN7SKP77	HGNC:45801
RN7SKP78	HGNC:45802
RN7SKP80	HGNC:45804
RN7SKP83	HGNC:45807
RN7SKP85	HGNC:45809
RN7SKP87	HGNC:45811
RN7SKP89	HGNC:45813
RN7SKP92	HGNC:45816
RN7SKP93	HGNC:45817
RN7SKP96	HGNC:45820
RN7SKP99	HGNC:45823
RN7SKP100	HGNC:45824
RN7SKP103	HGNC:45827
RN7SKP105	HGNC:45829
RN7SKP106	HGNC:45830
RN7SKP109	HGNC:45833
RN7SKP111	HGNC:45835
RN7SKP112	HGNC:45836
RN7SKP115	HGNC:45839
RN7SKP117	HGNC:45841
RN7SKP122	HGNC:45846
RN7SKP123	HGNC:45847
RN7SKP125	HGNC:45849
RN7SKP128	HGNC:45852
RN7SKP129	HGNC:45853
RN7SKP131	HGNC:45855
RN7SKP134	HGNC:45858
RN7SKP136	HGNC:45860
RN7SKP137	HGNC:45861
RN7SKP141	HGNC:45865
RN7SKP143	HGNC:45867
RN7SKP144	HGNC:45868
RN7SKP146	HGNC:45870
RN7SKP149	HGNC:45873
RN7SKP151	HGNC:45875
RN7SKP152	HGNC:45876
RN7SKP155	HGNC:45879
RN7SKP157	HGNC:45881
RN7SKP160	HGNC:45884
RN7SKP161	HGNC:45885
RN7SKP163	HGNC:45887
RN7SKP167	HGNC:45891
RN7SKP168	HGNC:45892
RN7SKP170	HGNC:45894
RN7SKP174	HGNC:45898
RN7SKP175	HGNC:45899
RN7SKP177	HGNC:45901
RN7SKP178	HGNC:45902
RN7SKP181	HGNC:45905
RN7SKP182	HGNC:45906
RN7SKP185	HGNC:45909
RN7SKP188	HGNC:45912
RN7SKP189	HGNC:45913
RN7SKP193	HGNC:45917
RN7SKP196	HGNC:45920
RN7SKP198	HGNC:45922
RN7SKP199	HGNC:45923
RN7SKP203	HGNC:45927
RN7SKP205	HGNC:45929
RN7SKP206	HGNC:45930
RN7SKP209	HGNC:45933
RN7SKP211	HGNC:45935
RN7SKP216	HGNC:45940
RN7SKP217	HGNC:45941
RN7SKP219	HGNC:45943
RN7SKP222	HGNC:45946
RN7SKP223	HGNC:45947
RN7SKP225	HGNC:45949
RN7SKP228	HGNC:45952
RN7SKP230	HGNC:45954
RN7SKP231	HGNC:45955
RN7SKP235	HGNC:45959
RN7SKP237	HGNC:45961
RN7SKP238	HGNC:45962
RN7SKP240	HGNC:45964
RN7SKP244	HGNC:45968
RN7SKP246	HGNC:45970
RN7SKP247	HGNC:45971
RN7SKP250	HGNC:45974
RN7SKP252	HGNC:45976
RN7SKP253	HGNC:45977
RN7SKP255	HGNC:45979
RN7SKP257	HGNC:45981
RN7SKP260	HGNC:45984
RN7SKP262	HGNC:45986
RN7SKP264	HGNC:45988
RN7SKP266	HGNC:45990
RN7SKP268	HGNC:45992
RN7SKP270	HGNC:45994
RN7SKP272	HGNC:45996
RN7SKP276	HGNC:46000
RN7SKP277	HGNC:46001
RN7SKP280	HGNC:46004
RN7SKP283	HGNC:46007
RN7SKP284	HGNC:46008
RN7SKP288	HGNC:46012
RN7SKP289	HGNC:46013
RN7SKP292	HGNC:46016
RN7SKP294	HGNC:46018
RN7SKP297	HGNC:46021
RN7SKP298	HGNC:46022
RN7SL11P	HGNC:46027
RN7SL15P	HGNC:46031
RN7SL16P	HGNC:46032
RN7SL20P	HGNC:46036
RN7SL25P	HGNC:46041
RN7SL26P	HGNC:46042
RN7SL30P	HGNC:46046
RN7SL33P	HGNC:46049
RN7SL36P	HGNC:46052
RN7SL37P	HGNC:46053
RN7SL39P	HGNC:46055
RN7SL42P	HGNC:46058
RN7SL43P	HGNC:46059
RN7SL47P	HGNC:46063
RN7SL50P	HGNC:46066
RN7SL55P	HGNC:46071
RN7SL58P	HGNC:46074
RN7SL62P	HGNC:46078
RN7SL65P	HGNC:46081
RN7SL67P	HGNC:46083
RN7SL70P	HGNC:46086
RN7SL73P	HGNC:46089
RN7SL76P	HGNC:46092
RN7SL77P	HGNC:46093
RN7SL81P	HGNC:46097
RN7SL83P	HGNC:46099
RN7SL87P	HGNC:46103
RN7SL89P	HGNC:46105
RN7SL92P	HGNC:46108
RN7SL97P	HGNC:46113
RN7SL98P	HGNC:46114
RN7SL101P	HGNC:46117
RN7SL106P	HGNC:46122
RN7SL107P	HGNC:46123
RN7SL111P	HGNC:46127
RN7SL117P	HGNC:46133
RN7SL121P	HGNC:46137
RN7SL123P	HGNC:46139
RN7SL125P	HGNC:46141
RN7SL126P	HGNC:46142
RN7SL130P	HGNC:46146
RN7SL132P	HGNC:46148
RN7SL134P	HGNC:46150
RN7SL140P	HGNC:46156
RN7SL143P	HGNC:46159
RN7SL147P	HGNC:46163
RN7SL148P	HGNC:46164
RN7SL150P	HGNC:46166
RN7SL154P	HGNC:46170
RN7SL155P	HGNC:46171
RN7SL159P	HGNC:46175
RN7SL163P	HGNC:46179
RN7SL165P	HGNC:46181
RN7SL166P	HGNC:46182
RN7SL170P	HGNC:46186
RN7SL173P	HGNC:46189
RN7SL174P	HGNC:46190
RN7SL178P	HGNC:46194
RN7SL182P	HGNC:46198
RN7SL184P	HGNC:46200
RN7SL185P	HGNC:46201
RN7SL188P	HGNC:46204
RN7SL190P	HGNC:46206
RN7SL191P	HGNC:46207
RN7SL196P	HGNC:46212
RN7SL198P	HGNC:46214
RN7SL202P	HGNC:46218
RN7SL203P	HGNC:46219
RN7SL205P	HGNC:46221
RN7SL210P	HGNC:46226
RN7SL211P	HGNC:46227
RN7SL214P	HGNC:46230
RN7SL217P	HGNC:46233
RN7SL219P	HGNC:46235
RN7SL220P	HGNC:46236
RN7SL225P	HGNC:46241
RN7SL229P	HGNC:46245
RN7SL230P	HGNC:46246
RN7SL234P	HGNC:46250
RN7SL237P	HGNC:46253
RN7SL239P	HGNC:46255
RN7SL240P	HGNC:46256
RN7SL244P	HGNC:46260
RN7SL250P	HGNC:46266
RN7SL253P	HGNC:46269
RN7SL255P	HGNC:46271
RN7SL261P	HGNC:46277
RN7SL262P	HGNC:46278
RN7SL265P	HGNC:46281
RN7SL268P	HGNC:46284
RN7SL269P	HGNC:46285
RN7SL271P	HGNC:46287
RN7SL277P	HGNC:46293
RN7SL278P	HGNC:46294
RN7SL283P	HGNC:46299
RN7SL285P	HGNC:46301
RN7SL286P	HGNC:46302
RN7SL291P	HGNC:46307
RN7SL294P	HGNC:46310
RN7SL297P	HGNC:46313
RN7SL299P	HGNC:46315
RN7SL302P	HGNC:46318
RN7SL304P	HGNC:46320
RN7SL305P	HGNC:46321
RN7SL308P	HGNC:46324
RN7SL310P	HGNC:46326
RN7SL316P	HGNC:46332
RN7SL317P	HGNC:46333
RN7SL319P	HGNC:46335
RN7SL322P	HGNC:46338
RN7SL323P	HGNC:46339
RN7SL326P	HGNC:46342
RN7SL329P	HGNC:46345
RN7SL331P	HGNC:46347
RN7SL332P	HGNC:46348
RN7SL336P	HGNC:46352
RN7SL338P	HGNC:46354
RN7SL339P	HGNC:46355
RN7SL342P	HGNC:46358
RN7SL346P	HGNC:46362
RN7SL351P	HGNC:46367
RN7SL352P	HGNC:46368
RN7SL356P	HGNC:46372
RN7SL359P	HGNC:46375
RN7SL361P	HGNC:46377
RN7SL364P	HGNC:46380
RN7SL368P	HGNC:46384
RN7SL372P	HGNC:46388
RN7SL375P	HGNC:46391
RN7SL377P	HGNC:46393
RN7SL380P	HGNC:46396
RN7SL381P	HGNC:46397
RN7SL383P	HGNC:46399
RN7SL386P	HGNC:46402
RN7SL388P	HGNC:46404
RN7SL390P	HGNC:46406
RN7SL394P	HGNC:46410
RN7SL396P	HGNC:46412
RN7SL397P	HGNC:46413
RN7SL399P	HGNC:46415
RN7SL402P	HGNC:46418
RN7SL404P	HGNC:46420
RN7SL405P	HGNC:46421
RN7SL413P	HGNC:46429
RN7SL415P	HGNC:46431
RN7SL419P	HGNC:46435
RN7SL420P	HGNC:46436
RN7SL423P	HGNC:46439
RN7SL428P	HGNC:46444
RN7SL429P	HGNC:46445
RN7SL435P	HGNC:46451
RN7SL438P	HGNC:46454
RN7SL441P	HGNC:46457
RN7SL444P	HGNC:46460
RN7SL446P	HGNC:46462
