gene	GO_BP_count	GO_BP_count_400_auc	GO_BP_count_400_auc_decile
HGNC:28533	12	1	6
HGNC:28534	0	0	3
HGNC:28535	0	0	3
HGNC:28536	62	2	8
HGNC:28537	0	0	3
HGNC:28538	0	0	3
HGNC:28539	15	2	8
HGNC:2854	37	4	10
HGNC:28541	0	0	3
HGNC:28542	19	2	8
HGNC:28547	0	0	3
HGNC:2855	75	3	9
HGNC:28550	0	0	3
HGNC:28553	0	0	3
HGNC:28554	0	0	3
HGNC:28556	0	0	3
HGNC:28557	12	1	6
HGNC:28558	0	0	3
HGNC:28559	53	2	8
HGNC:2856	158	5	10
HGNC:28561	14	0	3
HGNC:28562	0	0	3
HGNC:28563	0	0	3
HGNC:28565	27	1	6
HGNC:28566	34	1	6
HGNC:28567	0	0	3
HGNC:28568	0	0	3
HGNC:28569	40	2	8
HGNC:2857	97	3	9
HGNC:28571	0	0	3
HGNC:28572	7	0	3
HGNC:28573	0	0	3
HGNC:28574	0	0	3
HGNC:28577	19	0	3
HGNC:28578	58	1	6
HGNC:2858	70	3	9
HGNC:28580	36	0	3
HGNC:28583	56	2	8
HGNC:28584	0	0	3
HGNC:28585	0	0	3
HGNC:28587	0	0	3
HGNC:2859	93	4	10
HGNC:28591	97	2	8
HGNC:28592	7	1	6
HGNC:28593	19	0	3
HGNC:28594	0	0	3
HGNC:28596	23	0	3
HGNC:28598	25	1	6
HGNC:28599	0	0	3
HGNC:286	225	7	10
HGNC:2860	20	1	6
HGNC:28600	21	1	6
HGNC:28602	0	0	3
HGNC:28605	21	0	3
HGNC:28606	26	1	6
HGNC:28607	37	1	6
HGNC:2861	109	3	9
HGNC:28610	0	0	3
HGNC:28611	112	2	8
HGNC:28613	11	1	6
HGNC:28617	34	1	6
HGNC:28618	1	0	3
HGNC:28622	0	0	3
HGNC:28623	0	0	3
HGNC:28624	33	1	6
HGNC:28625	13	0	3
HGNC:28627	10	0	3
HGNC:28628	10	1	6
HGNC:28629	0	0	3
HGNC:28631	18	0	3
HGNC:28632	66	1	6
HGNC:28633	65	0	3
HGNC:28635	23	2	8
HGNC:28636	12	1	6
HGNC:28637	6	0	3
HGNC:28638	20	1	6
HGNC:28639	16	0	3
HGNC:28640	18	0	3
HGNC:28641	50	2	8
HGNC:28642	1	0	3
HGNC:28643	66	1	6
HGNC:28644	22	0	3
HGNC:28646	33	0	3
HGNC:28648	57	2	8
HGNC:2865	62	1	6
HGNC:28650	50	0	3
HGNC:28651	27	0	3
HGNC:28652	50	0	3
HGNC:28653	23	0	3
HGNC:28654	42	1	6
HGNC:28657	106	3	9
HGNC:28658	0	0	3
HGNC:28659	0	0	3
HGNC:28660	15	0	3
HGNC:28662	18	1	6
HGNC:28664	25	1	6
HGNC:28666	0	0	3
HGNC:28667	1	0	3
HGNC:28669	19	0	3
HGNC:2867	32	1	6
HGNC:28670	0	0	3
HGNC:28671	50	0	3
HGNC:28672	15	0	3
HGNC:28673	50	0	3
HGNC:28674	9	0	3
HGNC:28677	0	0	3
HGNC:28678	0	0	3
HGNC:28680	81	1	6
HGNC:28682	50	0	3
HGNC:28684	50	0	3
HGNC:28685	34	0	3
HGNC:28687	0	0	3
HGNC:28688	8	0	3
HGNC:28689	28	1	6
HGNC:2869	60	3	9
HGNC:28691	77	1	6
HGNC:28695	0	0	3
HGNC:28696	50	0	3
HGNC:28697	25	0	3
HGNC:28698	27	1	6
HGNC:28701	38	1	6
HGNC:28702	12	1	6
HGNC:28703	19	0	3
HGNC:28704	53	1	6
HGNC:28705	36	1	6
HGNC:28706	63	1	6
HGNC:28707	114	3	9
HGNC:28709	32	0	3
HGNC:28710	0	0	3
HGNC:28711	72	0	3
HGNC:28712	0	0	3
HGNC:28713	0	0	3
HGNC:28714	24	0	3
HGNC:28715	12	1	6
HGNC:28716	0	0	3
HGNC:28719	14	1	6
HGNC:28720	0	0	3
HGNC:28721	53	0	3
HGNC:28722	10	0	3
HGNC:28724	63	3	9
HGNC:28725	19	0	3
HGNC:28726	0	0	3
HGNC:28728	23	0	3
HGNC:2873	23	1	6
HGNC:28730	50	0	3
HGNC:28732	10	0	3
HGNC:28733	0	0	3
HGNC:28734	80	1	6
HGNC:28735	0	0	3
HGNC:28736	0	0	3
HGNC:28737	7	0	3
HGNC:28738	0	0	3
HGNC:28739	43	3	9
HGNC:2874	64	1	6
HGNC:28740	0	0	3
HGNC:28741	49	0	3
HGNC:28742	66	1	6
HGNC:28743	23	0	3
HGNC:28744	57	1	6
HGNC:28745	28	0	3
HGNC:28748	61	1	6
HGNC:28749	0	0	3
HGNC:28750	12	1	6
HGNC:28751	27	1	6
HGNC:28752	0	0	3
HGNC:28755	0	0	3
HGNC:28756	44	0	3
HGNC:28757	0	0	3
HGNC:28758	91	2	8
HGNC:28759	49	0	3
HGNC:2876	104	1	6
HGNC:28760	74	1	6
HGNC:28762	0	0	3
HGNC:28763	55	2	8
HGNC:28764	0	0	3
HGNC:28766	50	0	3
HGNC:28767	16	0	3
HGNC:28769	26	1	6
HGNC:28771	35	0	3
HGNC:28772	8	0	3
HGNC:28773	77	2	8
HGNC:28775	1	0	3
HGNC:28776	0	0	3
HGNC:28777	50	1	6
HGNC:28778	0	0	3
HGNC:28779	16	1	6
HGNC:28781	18	1	6
HGNC:28782	60	1	6
HGNC:28783	0	0	3
HGNC:28784	0	0	3
HGNC:28785	88	2	8
HGNC:28786	0	0	3
HGNC:28787	44	1	6
HGNC:28788	28	1	6
HGNC:28789	13	0	3
HGNC:2879	47	3	9
HGNC:28791	0	0	3
HGNC:28792	0	0	3
HGNC:28793	61	3	9
HGNC:28795	1	0	3
HGNC:28796	0	0	3
HGNC:28797	0	0	3
HGNC:288	47	2	8
HGNC:28801	0	0	3
HGNC:28802	0	0	3
HGNC:28804	11	0	3
HGNC:28805	0	0	3
HGNC:28808	91	3	9
HGNC:28814	23	1	6
HGNC:28816	25	1	6
HGNC:28817	24	1	6
HGNC:28819	0	0	3
HGNC:28826	23	1	6
HGNC:2883	19	1	6
HGNC:28833	2	0	3
HGNC:28834	0	0	3
HGNC:28835	12	0	3
HGNC:28836	10	1	6
HGNC:28837	0	0	3
HGNC:28838	77	2	8
HGNC:2884	79	2	8
HGNC:28840	84	1	6
HGNC:28841	84	1	6
HGNC:28842	61	1	6
HGNC:28843	62	0	3
HGNC:28844	73	3	9
HGNC:28845	98	3	9
HGNC:28848	30	1	6
HGNC:2885	53	3	9
HGNC:28850	110	5	10
HGNC:28852	15	2	8
HGNC:28853	17	0	3
HGNC:28854	50	0	3
HGNC:28856	45	1	6
HGNC:28857	50	0	3
HGNC:28858	38	1	6
HGNC:28859	41	2	8
HGNC:28860	99	1	6
HGNC:28861	56	1	6
HGNC:28862	186	9	10
HGNC:28866	131	3	9
HGNC:28867	82	1	6
HGNC:28868	82	1	6
HGNC:28869	0	0	3
HGNC:28870	134	3	9
HGNC:28871	86	3	9
HGNC:28873	72	3	9
HGNC:28874	2	0	3
HGNC:28875	32	1	6
HGNC:28879	14	0	3
HGNC:2888	173	6	10
HGNC:28881	23	0	3
HGNC:28883	24	1	6
HGNC:28887	37	2	8
HGNC:28889	26	1	6
HGNC:28894	152	1	6
HGNC:28897	2	0	3
HGNC:28898	61	1	6
HGNC:28899	13	1	6
HGNC:289	90	4	10
HGNC:28900	54	1	6
HGNC:28902	9	0	3
HGNC:28904	16	1	6
HGNC:28905	11	0	3
HGNC:28906	55	1	6
HGNC:28908	0	0	3
HGNC:2891	244	6	10
HGNC:28913	17	0	3
HGNC:28915	88	2	8
HGNC:28916	119	2	8
HGNC:28917	67	1	6
HGNC:28918	62	0	3
HGNC:2892	37	1	6
HGNC:28920	0	0	3
HGNC:28923	64	2	8
HGNC:28924	39	1	6
HGNC:28926	0	0	3
HGNC:28927	18	0	3
HGNC:28928	1	0	3
HGNC:28929	19	0	3
HGNC:2893	107	5	10
HGNC:28930	0	0	3
HGNC:28932	1	0	3
HGNC:2894	43	1	6
HGNC:28942	27	1	6
HGNC:28943	0	0	3
HGNC:28944	28	0	3
HGNC:28945	72	1	6
HGNC:28947	29	0	3
HGNC:28948	39	4	10
HGNC:28949	33	1	6
HGNC:2895	59	1	6
HGNC:28950	0	0	3
HGNC:28951	44	1	6
HGNC:28952	15	2	8
HGNC:28953	17	0	3
HGNC:28954	27	1	6
HGNC:28956	109	2	8
HGNC:28957	17	1	6
HGNC:28958	57	2	8
HGNC:28959	41	2	8
HGNC:2896	40	2	8
HGNC:28960	0	0	3
HGNC:28961	46	1	6
HGNC:28962	38	1	6
HGNC:28963	17	1	6
HGNC:28965	0	0	3
HGNC:28966	132	2	8
HGNC:28967	5	1	6
HGNC:28968	46	1	6
HGNC:28969	33	0	3
HGNC:2897	141	3	9
HGNC:28970	19	0	3
HGNC:28971	85	3	9
HGNC:28972	54	0	3
HGNC:28973	5	0	3
HGNC:28974	62	1	6
HGNC:28975	35	1	6
HGNC:28976	32	1	6
HGNC:28977	108	5	10
HGNC:28979	0	0	3
HGNC:2898	76	3	9
HGNC:28980	35	0	3
HGNC:28981	58	2	8
HGNC:28982	1	0	3
HGNC:28983	0	0	3
HGNC:28984	73	4	10
HGNC:28985	36	1	6
HGNC:28986	0	0	3
HGNC:28987	86	2	8
HGNC:28988	14	0	3
HGNC:28989	1	0	3
HGNC:2899	29	1	6
HGNC:28990	81	0	3
HGNC:28991	55	2	8
HGNC:28992	0	0	3
HGNC:28993	48	2	8
HGNC:28994	8	0	3
HGNC:28995	9	0	3
HGNC:28996	121	2	8
HGNC:28997	43	1	6
HGNC:28998	44	0	3
HGNC:28999	42	1	6
HGNC:29	126	7	10
HGNC:290	43	1	6
HGNC:2900	266	9	10
HGNC:29000	66	1	6
HGNC:29001	7	1	6
HGNC:29002	46	1	6
HGNC:29003	94	2	8
HGNC:29004	50	0	3
HGNC:29005	0	0	3
HGNC:29006	56	3	9
HGNC:29008	65	1	6
HGNC:29009	55	0	3
HGNC:2901	58	1	6
HGNC:29010	45	1	6
HGNC:29011	0	0	3
HGNC:29012	114	1	6
HGNC:29013	57	1	6
HGNC:29014	66	1	6
HGNC:29016	12	1	6
HGNC:29017	57	3	9
HGNC:29020	42	1	6
HGNC:29021	135	4	10
HGNC:29022	12	2	8
HGNC:29023	17	2	8
HGNC:29024	0	0	3
HGNC:29025	94	2	8
HGNC:29026	29	0	3
HGNC:29027	0	0	3
HGNC:29028	44	2	8
HGNC:29029	21	0	3
HGNC:2903	181	4	10
HGNC:29030	92	2	8
HGNC:29032	0	0	3
HGNC:29034	89	2	8
HGNC:29035	21	2	8
HGNC:29036	29	0	3
HGNC:29037	24	1	6
HGNC:29038	39	0	3
HGNC:29039	19	0	3
HGNC:2904	115	2	8
HGNC:29040	70	1	6
HGNC:29041	33	1	6
HGNC:29043	84	2	8
HGNC:29044	19	1	6
HGNC:29045	62	0	3
HGNC:29046	18	0	3
HGNC:2905	27	0	3
HGNC:29051	0	0	3
HGNC:29058	0	0	3
HGNC:2906	27	0	3
HGNC:29060	6	0	3
HGNC:29061	13	1	6
HGNC:29062	78	2	8
HGNC:29063	33	2	8
HGNC:29064	0	0	3
HGNC:29066	1	0	3
HGNC:29067	0	0	3
HGNC:29068	10	0	3
HGNC:29069	0	0	3
HGNC:2907	24	0	3
HGNC:29070	0	0	3
HGNC:29071	0	0	3
HGNC:29072	0	0	3
HGNC:29075	0	0	3
HGNC:29076	17	0	3
HGNC:29077	81	4	10
HGNC:29079	227	6	10
HGNC:2908	203	8	10
HGNC:29082	45	1	6
HGNC:29083	0	0	3
HGNC:29084	50	0	3
HGNC:29086	38	1	6
HGNC:29088	57	2	8
HGNC:29089	25	2	8
HGNC:2909	43	2	8
HGNC:29090	96	2	8
HGNC:29091	59	2	8
HGNC:29092	89	3	9
HGNC:29093	25	0	3
HGNC:29094	9	1	6
HGNC:29095	53	0	3
HGNC:29096	109	3	9
HGNC:29097	28	0	3
HGNC:29098	32	0	3
HGNC:29099	96	0	3
HGNC:291	41	2	8
HGNC:2910	170	4	10
HGNC:29100	21	1	6
HGNC:29101	80	3	9
HGNC:29102	0	0	3
HGNC:29103	53	2	8
HGNC:29104	0	0	3
HGNC:29105	39	1	6
HGNC:29106	38	0	3
HGNC:29108	0	0	3
HGNC:29109	70	2	8
HGNC:2911	37	1	6
HGNC:29110	20	0	3
HGNC:29112	68	2	8
HGNC:29113	57	0	3
HGNC:29114	54	1	6
HGNC:29116	15	1	6
HGNC:29117	0	0	3
HGNC:29118	10	0	3
HGNC:29119	0	0	3
HGNC:29120	33	1	6
HGNC:29121	56	1	6
HGNC:29122	20	0	3
HGNC:29123	6	0	3
HGNC:29125	82	3	9
HGNC:29127	22	1	6
HGNC:29129	14	0	3
HGNC:29130	14	1	6
HGNC:29131	34	2	8
HGNC:29132	113	3	9
HGNC:29134	44	1	6
HGNC:29135	0	0	3
HGNC:29136	45	1	6
HGNC:29138	0	0	3
HGNC:2914	148	5	10
HGNC:29140	20	1	6
HGNC:29141	0	0	3
HGNC:29144	23	0	3
HGNC:29145	27	1	6
HGNC:29146	63	2	8
HGNC:29147	50	0	3
HGNC:29148	80	2	8
HGNC:29149	36	1	6
HGNC:2915	133	5	10
HGNC:29150	1	0	3
HGNC:29151	35	0	3
HGNC:29152	49	0	3
HGNC:29153	70	1	6
HGNC:29154	106	1	6
HGNC:29155	19	0	3
HGNC:29157	0	0	3
HGNC:29158	125	2	8
HGNC:29159	24	1	6
HGNC:2916	86	2	8
HGNC:29160	95	3	9
HGNC:29161	50	0	3
HGNC:29162	19	1	6
HGNC:29163	8	0	3
HGNC:29164	48	1	6
HGNC:29165	46	0	3
HGNC:29167	0	0	3
HGNC:29168	65	4	10
HGNC:29169	26	2	8
HGNC:2917	69	1	6
HGNC:29170	22	1	6
HGNC:29171	6	0	3
HGNC:29172	98	2	8
HGNC:29173	13	0	3
HGNC:29174	23	1	6
HGNC:29175	123	3	9
HGNC:29176	30	2	8
HGNC:29177	19	0	3
HGNC:29178	87	2	8
HGNC:29179	10	1	6
HGNC:2918	144	5	10
HGNC:29180	30	1	6
HGNC:29181	74	1	6
HGNC:29182	34	3	9
HGNC:29183	28	0	3
HGNC:29185	23	1	6
HGNC:29186	14	0	3
HGNC:29187	23	1	6
HGNC:29188	48	3	9
HGNC:29189	0	0	3
HGNC:2919	76	2	8
HGNC:29190	86	2	8
HGNC:29191	81	1	6
HGNC:29193	25	1	6
HGNC:29195	34	1	6
HGNC:29196	7	0	3
HGNC:29197	8	0	3
HGNC:29198	0	0	3
HGNC:29199	0	0	3
HGNC:292	45	1	6
HGNC:29200	56	1	6
HGNC:29201	27	1	6
HGNC:29203	38	1	6
HGNC:29204	92	1	6
HGNC:29205	9	0	3
HGNC:29206	0	0	3
HGNC:29207	37	1	6
HGNC:29208	24	0	3
HGNC:29209	1	0	3
HGNC:29210	79	1	6
HGNC:29211	32	1	6
HGNC:29212	0	0	3
HGNC:29213	145	2	8
HGNC:29214	30	1	6
HGNC:29216	19	1	6
HGNC:29217	0	0	3
HGNC:29219	39	1	6
HGNC:29221	23	1	6
HGNC:29222	50	0	3
HGNC:29223	19	0	3
HGNC:29225	23	1	6
HGNC:29227	121	3	9
HGNC:29228	19	0	3
HGNC:29229	0	0	3
HGNC:29230	89	2	8
HGNC:29231	0	0	3
HGNC:29232	142	3	9
HGNC:29233	190	5	10
HGNC:29235	0	0	3
HGNC:29238	66	1	6
HGNC:29239	66	2	8
HGNC:29241	18	0	3
HGNC:29242	36	1	6
HGNC:29243	19	0	3
HGNC:29244	21	1	6
HGNC:29246	54	1	6
HGNC:29248	0	0	3
HGNC:29249	0	0	3
HGNC:29250	42	1	6
HGNC:29251	59	3	9
HGNC:29252	39	2	8
HGNC:29253	55	2	8
HGNC:29254	50	0	3
HGNC:29255	30	0	3
HGNC:29256	17	1	6
HGNC:29259	144	2	8
HGNC:2926	42	0	3
HGNC:29260	36	1	6
HGNC:29262	60	2	8
HGNC:29263	89	1	6
HGNC:29264	20	1	6
HGNC:29265	27	1	6
HGNC:29266	0	0	3
HGNC:29267	38	1	6
HGNC:29268	27	0	3
HGNC:29269	18	0	3
HGNC:2927	57	2	8
HGNC:29270	19	0	3
HGNC:29271	97	2	8
HGNC:29272	0	0	3
HGNC:29273	20	0	3
HGNC:29276	0	0	3
HGNC:29277	0	0	3
HGNC:29278	50	0	3
HGNC:29279	0	0	3
HGNC:29280	121	3	9
HGNC:29282	27	1	6
HGNC:29283	76	2	8
HGNC:29284	88	3	9
HGNC:29285	15	0	3
HGNC:29286	57	2	8
HGNC:29288	0	0	3
HGNC:29289	14	1	6
HGNC:29290	0	0	3
HGNC:29291	36	1	6
HGNC:29293	19	1	6
HGNC:29295	0	0	3
HGNC:29296	0	0	3
HGNC:29297	50	0	3
HGNC:29298	21	0	3
HGNC:29299	0	0	3
HGNC:29300	134	2	8
HGNC:29301	5	0	3
HGNC:29302	0	0	3
HGNC:29303	0	0	3
HGNC:29304	33	1	6
HGNC:29305	32	2	8
HGNC:29306	88	1	6
HGNC:29307	86	4	10
HGNC:29308	0	0	3
HGNC:29312	57	0	3
HGNC:29313	0	0	3
HGNC:29314	14	0	3
HGNC:29315	0	0	3
HGNC:29316	17	1	6
HGNC:29317	55	2	8
HGNC:29318	86	2	8
HGNC:29319	91	5	10
HGNC:2932	26	1	6
HGNC:29320	0	0	3
HGNC:29321	11	0	3
HGNC:29322	30	0	3
HGNC:29323	19	1	6
HGNC:29324	41	1	6
HGNC:29325	58	1	6
HGNC:29326	12	1	6
HGNC:29327	17	0	3
HGNC:29328	66	1	6
HGNC:29329	9	0	3
HGNC:2933	94	4	10
HGNC:29330	129	4	10
HGNC:29331	39	1	6
HGNC:29332	32	1	6
HGNC:29333	0	0	3
HGNC:29334	69	2	8
HGNC:29335	0	0	3
HGNC:2934	148	3	9
HGNC:29344	19	1	6
HGNC:29345	0	0	3
HGNC:29346	0	0	3
HGNC:29348	8	0	3
HGNC:29349	0	0	3
HGNC:2935	86	3	9
HGNC:29350	0	0	3
HGNC:29351	22	1	6
HGNC:29352	18	0	3
HGNC:29356	13	0	3
HGNC:29357	78	1	6
HGNC:2936	0	0	3
HGNC:29360	59	2	8
HGNC:29361	16	1	6
HGNC:29362	15	0	3
HGNC:29363	18	2	8
HGNC:29364	21	0	3
HGNC:29365	55	0	3
HGNC:29366	63	0	3
HGNC:29367	71	1	6
HGNC:29368	15	1	6
HGNC:29369	82	2	8
HGNC:2937	13	0	3
HGNC:29370	33	0	3
HGNC:29371	0	0	3
HGNC:29372	0	0	3
HGNC:29373	4	1	6
HGNC:29374	94	2	8
HGNC:29378	0	0	3
HGNC:29379	100	2	8
HGNC:2938	13	0	3
HGNC:29380	0	0	3
HGNC:29381	73	1	6
HGNC:29383	0	0	3
HGNC:29384	50	0	3
HGNC:29385	50	0	3
HGNC:29386	66	1	6
HGNC:29387	0	0	3
HGNC:29389	46	1	6
HGNC:2939	74	2	8
HGNC:29392	65	1	6
HGNC:29393	0	0	3
HGNC:29394	24	2	8
HGNC:29396	4	0	3
HGNC:29397	1	0	3
HGNC:29399	19	1	6
HGNC:2940	42	2	8
HGNC:29400	1	0	3
HGNC:29401	107	1	6
HGNC:29402	91	3	9
HGNC:29404	0	0	3
HGNC:29406	0	0	3
HGNC:29408	0	0	3
HGNC:29409	0	0	3
HGNC:2941	4	0	3
HGNC:29410	28	0	3
HGNC:29411	0	0	3
HGNC:29412	0	0	3
HGNC:29413	0	0	3
HGNC:29415	50	0	3
HGNC:29416	50	0	3
HGNC:29417	0	0	3
HGNC:29418	178	5	10
HGNC:29419	37	1	6
HGNC:2942	38	1	6
HGNC:29420	28	0	3
HGNC:29422	0	0	3
HGNC:29423	48	0	3
HGNC:29424	0	0	3
HGNC:29425	65	1	6
HGNC:29426	98	2	8
HGNC:29427	60	2	8
HGNC:2943	4	0	3
HGNC:29431	47	2	8
HGNC:29434	180	5	10
HGNC:29435	127	2	8
HGNC:29436	73	1	6
HGNC:29441	72	2	8
HGNC:29442	4	0	3
HGNC:29443	23	2	8
HGNC:29446	1	0	3
HGNC:29448	48	0	3
HGNC:2945	8	0	3
HGNC:29450	121	3	9
HGNC:29451	5	0	3
HGNC:29452	43	1	6
HGNC:29455	11	0	3
HGNC:29456	21	1	6
HGNC:29459	13	0	3
HGNC:2946	23	1	6
HGNC:29460	13	0	3
HGNC:29461	23	0	3
HGNC:29462	23	0	3
HGNC:29463	13	0	3
HGNC:29464	13	0	3
HGNC:29465	20	0	3
HGNC:29466	13	0	3
HGNC:29467	13	0	3
HGNC:29468	4	0	3
HGNC:29469	13	0	3
HGNC:29471	0	0	3
HGNC:29472	4	0	3
HGNC:29473	113	2	8
HGNC:29477	79	2	8
HGNC:29478	29	1	6
HGNC:29479	18	0	3
HGNC:2948	23	1	6
HGNC:29480	61	1	6
HGNC:29484	133	3	9
HGNC:29485	84	1	6
HGNC:29486	47	1	6
HGNC:29488	28	1	6
HGNC:29489	103	3	9
HGNC:2949	8	0	3
HGNC:29499	34	1	6
HGNC:2950	42	2	8
HGNC:29500	39	1	6
HGNC:29501	54	4	10
HGNC:29502	52	2	8
HGNC:29503	78	1	6
HGNC:29504	28	0	3
HGNC:29506	144	4	10
HGNC:29507	26	0	3
HGNC:29508	58	2	8
HGNC:29509	55	0	3
HGNC:2951	8	0	3
HGNC:29510	10	1	6
HGNC:29511	82	2	8
HGNC:29513	19	0	3
HGNC:29514	23	2	8
HGNC:29515	27	1	6
HGNC:29517	71	1	6
HGNC:2952	23	1	6
HGNC:29520	65	1	6
HGNC:29521	45	2	8
HGNC:29522	42	1	6
HGNC:29523	50	2	8
HGNC:29524	0	0	3
HGNC:29525	89	2	8
HGNC:29526	14	0	3
HGNC:29527	25	0	3
HGNC:29528	48	2	8
HGNC:29529	146	3	9
HGNC:2953	13	0	3
HGNC:29530	18	0	3
HGNC:29531	123	4	10
HGNC:29532	129	3	9
HGNC:29533	30	1	6
HGNC:29534	17	3	9
HGNC:29535	124	3	9
HGNC:29536	50	0	3
HGNC:29537	115	1	6
HGNC:2954	62	3	9
HGNC:29540	25	1	6
HGNC:29545	100	1	6
HGNC:29546	31	2	8
HGNC:29547	23	1	6
HGNC:29548	17	0	3
HGNC:29549	74	1	6
HGNC:2955	4	0	3
HGNC:29550	42	2	8
HGNC:29551	30	0	3
HGNC:29554	85	2	8
HGNC:29555	50	0	3
HGNC:29556	33	1	6
HGNC:29557	58	2	8
HGNC:29558	50	0	3
HGNC:29559	70	6	10
HGNC:2956	47	1	6
HGNC:29560	0	0	3
HGNC:29561	49	3	9
HGNC:29562	55	2	8
HGNC:29563	0	0	3
HGNC:29564	20	0	3
HGNC:29565	30	1	6
HGNC:29566	20	1	6
HGNC:29567	61	2	8
HGNC:29568	30	0	3
HGNC:29569	22	1	6
HGNC:29570	30	0	3
HGNC:29571	13	0	3
HGNC:29572	35	1	6
HGNC:29573	79	2	8
HGNC:29574	77	1	6
HGNC:29575	6	1	6
HGNC:29576	0	0	3
HGNC:29577	12	1	6
HGNC:29578	48	1	6
HGNC:29579	32	1	6
HGNC:2958	38	1	6
HGNC:29580	0	0	3
HGNC:29581	0	0	3
HGNC:29583	34	0	3
HGNC:29585	0	0	3
HGNC:29587	0	0	3
HGNC:29588	0	0	3
HGNC:29589	0	0	3
HGNC:2959	55	1	6
HGNC:29590	27	0	3
HGNC:29591	0	0	3
HGNC:29592	50	2	8
HGNC:29593	0	0	3
HGNC:29594	25	2	8
HGNC:29595	61	2	8
HGNC:29596	32	1	6
HGNC:29597	133	4	10
HGNC:29598	28	0	3
HGNC:29599	0	0	3
HGNC:2960	53	1	6
HGNC:29600	65	1	6
HGNC:29601	1	0	3
HGNC:29602	101	3	9
HGNC:29604	16	1	6
HGNC:29605	117	7	10
HGNC:29606	22	0	3
HGNC:29607	64	0	3
HGNC:29608	150	2	8
HGNC:29609	30	2	8
HGNC:2961	52	2	8
HGNC:29612	166	4	10
HGNC:29613	2	0	3
HGNC:29614	23	1	6
HGNC:29615	26	0	3
HGNC:29616	28	2	8
HGNC:29618	40	1	6
HGNC:29619	14	0	3
HGNC:2962	86	3	9
HGNC:29620	19	0	3
HGNC:29622	21	0	3
HGNC:29623	6	0	3
HGNC:29625	9	0	3
HGNC:29626	11	1	6
HGNC:29629	70	0	3
HGNC:2963	11	1	6
HGNC:29631	1	0	3
HGNC:29632	14	0	3
HGNC:29634	46	1	6
HGNC:29635	15	1	6
HGNC:29636	53	2	8
HGNC:29639	113	2	8
HGNC:2964	10	0	3
HGNC:29641	27	1	6
HGNC:29642	0	0	3
HGNC:29643	22	1	6
HGNC:29644	19	1	6
HGNC:29645	17	1	6
HGNC:29646	5	0	3
HGNC:29647	44	0	3
HGNC:29650	57	1	6
HGNC:29652	104	2	8
HGNC:29653	50	0	3
HGNC:29654	59	1	6
HGNC:29656	0	0	3
HGNC:29657	102	1	6
HGNC:29658	154	5	10
HGNC:29659	75	0	3
HGNC:2966	22	2	8
HGNC:29661	76	0	3
HGNC:29663	25	0	3
HGNC:29666	37	1	6
HGNC:29668	69	1	6
HGNC:29669	33	1	6
HGNC:29670	43	1	6
HGNC:29672	78	3	9
HGNC:29673	21	1	6
HGNC:29674	15	2	8
HGNC:29675	6	0	3
HGNC:29676	47	1	6
HGNC:29677	32	2	8
HGNC:29678	9	1	6
HGNC:29679	37	3	9
HGNC:29680	6	0	3
HGNC:29681	93	4	10
HGNC:29682	31	1	6
HGNC:29683	27	1	6
HGNC:29685	39	1	6
HGNC:2972	34	2	8
HGNC:2973	142	2	8
HGNC:2974	231	10	10
HGNC:2976	153	3	9
HGNC:2977	58	1	6
HGNC:2978	137	3	9
HGNC:29786	57	1	6
HGNC:29787	25	0	3
HGNC:29788	30	1	6
HGNC:29789	27	0	3
HGNC:2979	102	2	8
HGNC:29796	59	1	6
HGNC:29797	81	1	6
HGNC:29798	29	0	3
HGNC:29799	45	1	6
HGNC:2980	96	2	8
HGNC:29800	61	0	3
HGNC:29801	62	0	3
HGNC:29802	61	0	3
HGNC:29804	45	2	8
HGNC:29805	71	3	9
HGNC:29806	0	0	3
HGNC:29807	0	0	3
HGNC:29808	15	0	3
HGNC:2981	14	0	3
HGNC:29810	87	2	8
HGNC:29811	30	1	6
HGNC:29812	55	1	6
HGNC:29813	66	1	6
HGNC:29814	54	3	9
HGNC:29816	23	0	3
HGNC:29819	81	1	6
HGNC:29821	20	2	8
HGNC:29822	54	1	6
HGNC:29823	14	1	6
HGNC:29824	20	1	6
HGNC:29825	0	0	3
HGNC:29826	74	0	3
HGNC:29827	10	0	3
HGNC:29828	0	0	3
HGNC:29829	35	1	6
HGNC:2983	33	1	6
HGNC:29830	102	2	8
HGNC:29831	31	1	6
HGNC:29832	30	1	6
HGNC:29834	10	0	3
HGNC:29836	0	0	3
HGNC:29838	18	1	6
HGNC:29843	125	2	8
HGNC:29846	54	1	6
HGNC:29847	11	0	3
HGNC:29849	4	1	6
HGNC:2985	34	0	3
HGNC:29850	94	2	8
HGNC:29851	17	0	3
HGNC:29852	7	0	3
HGNC:29853	115	3	9
HGNC:29856	46	1	6
HGNC:29857	133	2	8
HGNC:29858	91	2	8
HGNC:29859	88	2	8
HGNC:2986	62	0	3
HGNC:29862	16	0	3
HGNC:29865	63	4	10
HGNC:29866	52	2	8
HGNC:29868	73	1	6
HGNC:29869	29	0	3
HGNC:2987	70	2	8
HGNC:29872	107	2	8
HGNC:29874	40	0	3
HGNC:29875	0	0	3
HGNC:29876	6	0	3
HGNC:29877	16	1	6
HGNC:29878	12	0	3
HGNC:2988	64	2	8
HGNC:29882	58	2	8
HGNC:29883	50	1	6
HGNC:29884	142	5	10
HGNC:29885	63	0	3
HGNC:29889	113	2	8
HGNC:2989	69	2	8
HGNC:29890	57	0	3
